gender,cgpa,attendance,internship,projects,communication,aptitude_score,coding_score,backlogs,extracurricular,placed
Male,6.64,74.7,Yes,1,High,76,61,1,Yes,1
Male,6.83,94.43,No,2,Medium,52,79,1,Yes,0
Male,7.77,85.36,No,2,Low,86,44,0,Yes,0
Male,6.43,68.61,No,3,Medium,47,48,0,Yes,0
Male,9.3,73.45,No,1,High,53,99,2,Yes,1
Female,5.87,93.9,Yes,3,Medium,65,59,2,Yes,0
Male,7.41,75.46,Yes,3,High,86,61,3,Yes,0
Male,9.15,81.43,No,3,Medium,95,98,3,No,0
Male,8.15,85.96,No,3,Medium,69,73,3,Yes,0
Male,6.76,73.91,Yes,2,Low,90,74,3,Yes,0
Female,7.31,71.76,Yes,4,Low,79,75,1,Yes,0
Male,8.54,79.01,No,2,Medium,81,58,1,Yes,0
Female,9.69,68.6,No,3,Medium,52,67,0,Yes,0
Female,9.34,71.37,No,3,Medium,75,46,0,Yes,0
Female,6.97,62.48,Yes,4,Medium,50,80,2,Yes,0
Male,9.79,72.16,No,5,High,41,77,2,Yes,1
Female,5.52,72.83,No,1,Medium,69,42,2,Yes,0
Male,5.62,98.47,No,3,Medium,90,71,1,Yes,0
Male,9.04,83.59,No,3,Medium,63,85,3,No,0
Male,6.36,91.5,Yes,2,Low,99,84,1,Yes,1
Male,5.76,61.82,No,3,High,92,70,0,Yes,0
Male,6.52,64.26,No,3,High,57,84,1,No,1
Female,7.33,92.58,Yes,1,Low,62,64,2,No,0
Female,8.64,84.94,No,2,High,92,72,0,No,1
Male,8.18,67.64,No,5,High,45,86,1,Yes,1
Female,6.52,76.19,No,3,High,85,44,3,No,0
Male,7.66,81.55,Yes,3,Medium,89,68,2,No,0
Female,9.48,93.74,Yes,5,High,50,98,0,Yes,1
Female,9.0,62.42,Yes,4,Low,46,98,1,Yes,1
Female,6.89,83.87,Yes,5,Medium,86,70,0,Yes,0
Female,9.72,88.68,Yes,5,Low,72,65,0,No,1
Female,8.55,99.12,Yes,2,Medium,97,97,1,Yes,1
Male,5.77,92.29,Yes,5,High,49,60,2,Yes,0
Male,5.65,71.05,No,2,High,60,73,1,Yes,0
Female,6.22,88.38,Yes,5,High,48,76,3,Yes,1
Male,8.63,90.53,Yes,3,Medium,94,88,3,Yes,1
Female,6.29,89.19,Yes,3,High,69,40,2,Yes,0
Male,7.7,92.81,Yes,4,Medium,87,98,0,Yes,1
Female,5.9,96.15,No,5,Low,87,43,2,Yes,0
Female,9.46,63.94,Yes,1,Medium,64,86,2,Yes,1
Female,6.98,64.19,No,5,Medium,64,86,0,Yes,0
Male,9.4,91.86,No,1,Low,88,61,1,Yes,0
Male,9.56,70.09,Yes,5,High,63,55,0,Yes,1
Female,5.53,62.34,Yes,2,Medium,51,84,2,Yes,0
Female,7.5,76.05,Yes,3,High,46,85,3,No,1
Male,5.61,92.8,Yes,1,Medium,98,98,1,Yes,1
Male,9.41,65.06,Yes,1,Low,73,71,1,Yes,1
Male,7.73,86.87,No,5,Low,42,73,0,Yes,0
Male,5.82,60.14,Yes,3,High,45,60,0,Yes,1
Male,5.97,64.39,Yes,4,Low,98,66,2,Yes,0
Female,7.15,74.03,Yes,1,Medium,66,81,1,Yes,1
Male,9.54,63.34,No,3,Low,58,76,1,Yes,1
Female,8.48,93.84,Yes,3,Medium,47,42,0,Yes,1
Female,9.23,94.56,Yes,1,Low,75,91,0,No,1
Male,7.08,90.22,No,2,Low,78,82,3,Yes,0
Male,5.69,69.7,Yes,2,High,75,84,2,Yes,1
Female,9.69,80.93,Yes,5,Medium,57,73,3,Yes,0
Male,5.57,67.37,Yes,5,Medium,46,46,2,Yes,0
Female,9.57,71.25,No,3,High,95,68,3,Yes,0
Male,7.09,80.64,Yes,1,High,40,42,1,Yes,1
Male,5.54,89.4,Yes,2,Medium,44,84,0,Yes,1
Male,8.46,63.79,No,3,High,81,77,2,No,1
Female,9.72,71.87,Yes,2,High,53,80,1,Yes,1
Male,9.65,97.06,No,1,Medium,95,94,2,No,0
Female,6.19,77.16,Yes,2,High,40,91,1,Yes,1
Male,6.28,97.55,Yes,4,High,51,41,2,Yes,0
Female,7.93,99.66,No,5,High,58,51,0,Yes,1
Male,8.24,81.07,No,2,Medium,41,54,1,Yes,0
Female,8.68,71.52,Yes,1,High,53,94,0,Yes,1
Female,6.28,91.63,No,1,Low,42,95,0,Yes,0
Female,9.62,66.37,No,4,High,90,55,1,Yes,1
Female,8.25,70.08,Yes,1,Low,74,42,2,Yes,0
Female,9.14,91.4,No,4,Medium,52,66,2,Yes,0
Female,7.82,77.35,Yes,3,High,88,85,1,Yes,1
Male,7.28,68.06,Yes,2,Low,42,62,1,Yes,0
Female,9.7,86.05,Yes,1,Low,53,72,3,No,0
Female,8.0,89.31,No,5,Medium,73,87,0,No,1
Female,9.23,65.0,Yes,2,High,84,66,1,Yes,1
Male,9.6,71.08,No,4,Low,48,63,1,Yes,0
Male,8.4,68.85,Yes,2,Medium,49,94,1,No,1
Male,7.86,75.19,Yes,2,Medium,47,77,0,Yes,1
Female,5.52,90.54,No,1,Low,68,66,0,Yes,0
Male,5.67,88.55,No,5,Medium,93,86,0,No,0
Male,6.36,86.5,Yes,3,Low,78,70,0,Yes,0
Female,6.3,60.25,Yes,5,Medium,72,54,3,Yes,0
Female,6.6,65.69,No,4,High,62,74,3,Yes,0
Male,6.81,68.93,Yes,5,High,47,75,1,Yes,1
Female,7.05,70.88,No,5,Medium,79,63,0,Yes,0
Female,7.31,65.86,No,4,Low,77,56,1,Yes,0
Female,5.93,76.41,No,5,Medium,62,84,0,Yes,0
Female,5.68,63.01,No,3,High,98,73,1,Yes,0
Male,8.4,90.0,No,2,Medium,89,40,2,Yes,0
Female,7.81,91.51,Yes,3,Medium,75,59,0,Yes,1
Male,7.41,82.97,Yes,2,High,95,45,1,Yes,1
Male,8.23,63.59,Yes,2,Medium,82,44,1,No,1
Male,9.06,95.6,Yes,5,High,59,68,0,No,1
Male,7.34,98.63,No,2,Medium,95,45,0,Yes,0
Female,8.26,68.09,Yes,4,Low,97,89,3,No,1
Female,9.6,88.19,No,3,Low,87,92,1,Yes,1
Female,9.11,93.68,No,2,Medium,51,72,2,No,0
Male,7.33,81.59,No,5,Medium,75,84,3,Yes,0
Male,8.27,72.93,Yes,5,Medium,48,77,0,Yes,1
Male,6.26,79.14,No,5,Low,72,91,2,No,0
Female,7.91,80.49,Yes,1,High,45,68,1,Yes,1
Male,9.72,76.03,No,3,High,71,83,3,No,1
Female,7.73,97.19,Yes,5,Medium,40,49,3,Yes,0
Female,9.49,89.76,No,4,High,99,71,1,Yes,1
Female,7.25,69.65,Yes,5,Low,93,64,2,No,0
Female,9.8,83.42,Yes,1,Medium,91,67,0,No,1
Male,7.99,87.55,Yes,3,Medium,63,68,3,No,0
Female,5.68,65.61,No,2,Medium,68,90,1,Yes,0
Male,8.02,74.34,No,3,Medium,47,74,0,Yes,0
Female,6.68,96.22,Yes,2,Medium,52,86,0,Yes,1
Male,5.64,82.69,Yes,2,Low,64,96,2,Yes,0
Male,9.03,68.68,Yes,5,Low,94,71,1,Yes,1
Female,6.69,64.91,Yes,4,High,68,85,0,No,1
Female,8.93,80.73,Yes,4,Low,98,75,0,No,1
Female,6.74,81.91,Yes,5,Low,63,46,3,Yes,0
Male,6.34,73.38,No,1,Medium,66,49,0,Yes,0
Female,9.69,85.22,Yes,2,Medium,90,85,1,Yes,1
Female,7.06,62.75,No,4,Medium,65,73,3,Yes,0
Male,8.09,65.81,Yes,3,Medium,59,72,2,Yes,0
Female,8.12,81.85,No,1,Low,43,65,3,Yes,0
Male,7.91,62.47,No,5,Low,61,87,2,No,0
Female,9.43,95.24,Yes,1,Low,46,87,1,Yes,1
Male,8.4,65.69,Yes,4,Medium,96,52,2,Yes,0
Male,7.24,86.96,Yes,5,High,97,69,2,Yes,0
Female,9.21,75.65,Yes,4,Low,93,71,2,Yes,0
Male,6.28,75.99,Yes,2,Medium,57,72,2,Yes,0
Female,7.84,90.6,Yes,1,High,49,45,2,Yes,1
Female,9.59,79.98,Yes,2,Low,70,75,3,No,0
Male,8.19,89.03,Yes,3,Medium,65,41,0,No,1
Female,9.01,80.21,Yes,2,Medium,94,46,3,No,0
Male,8.31,83.72,Yes,1,High,86,95,3,Yes,1
Male,9.11,90.43,Yes,3,High,84,69,1,Yes,1
Male,9.56,84.29,No,4,Medium,65,85,0,Yes,1
Male,6.67,84.62,No,3,Low,64,94,0,Yes,0
Male,6.23,91.57,No,1,Medium,95,65,1,Yes,0
Male,7.58,97.96,Yes,5,Low,91,64,0,Yes,1
Male,8.52,75.07,Yes,3,Medium,57,72,2,Yes,0
Male,6.48,83.08,Yes,4,High,63,81,0,Yes,1
Female,5.52,63.45,Yes,3,Medium,93,45,1,No,0
Female,6.97,74.35,No,2,Medium,83,47,3,Yes,0
Male,9.67,76.48,Yes,5,Low,54,48,0,Yes,1
Female,8.49,93.41,No,1,Low,47,50,2,No,0
Female,7.23,80.54,No,5,Low,82,63,1,Yes,0
Female,6.33,89.24,No,2,High,64,45,0,Yes,0
Female,7.03,60.76,Yes,5,High,74,79,3,No,1
Female,6.23,78.58,Yes,2,Medium,63,95,2,Yes,0
Female,5.96,96.05,Yes,3,Low,85,55,1,Yes,0
Male,9.4,68.97,Yes,1,High,97,56,1,No,1
Female,9.79,61.26,No,2,High,79,63,2,Yes,0
Female,6.21,77.34,Yes,2,High,92,46,1,Yes,1
Female,5.73,88.18,Yes,3,Medium,77,79,1,Yes,1
Female,6.92,78.18,Yes,2,Medium,60,79,3,No,0
Male,7.49,78.4,Yes,1,Medium,93,99,0,Yes,1
Male,6.38,86.79,Yes,4,Low,40,97,2,Yes,0
Male,6.8,70.18,Yes,5,Medium,65,66,0,Yes,0
Male,6.36,90.08,No,2,High,49,49,3,Yes,0
Female,8.83,66.12,No,5,High,65,93,0,Yes,1
Male,8.56,75.83,Yes,5,Medium,41,48,3,Yes,0
Male,8.23,86.24,Yes,4,High,79,90,0,No,1
Male,7.17,93.13,Yes,2,Medium,53,49,2,Yes,0
Male,9.41,91.66,No,1,Low,72,88,1,Yes,1
Female,9.67,88.87,Yes,2,High,96,69,2,Yes,1
Male,6.25,74.36,No,5,Medium,78,48,1,Yes,0
Female,6.46,64.89,Yes,3,High,40,85,2,Yes,1
Male,7.76,68.67,Yes,4,Medium,69,97,1,Yes,1
Female,5.89,94.59,Yes,1,High,76,65,0,Yes,1
Female,7.38,94.29,No,1,Medium,57,73,0,Yes,0
Male,8.0,98.06,Yes,5,Medium,69,74,1,Yes,1
Male,7.74,63.04,Yes,1,High,66,66,0,Yes,1
Male,6.92,81.47,Yes,5,High,99,59,3,Yes,0
Male,7.83,85.95,Yes,1,Medium,88,63,2,Yes,0
Female,9.62,88.43,Yes,1,Low,88,66,2,No,0
Female,6.39,85.75,No,5,High,69,80,2,No,0
Male,8.32,90.8,No,4,High,84,58,1,Yes,1
Male,5.69,74.38,No,1,Low,92,57,1,No,0
Female,5.79,67.18,Yes,2,Medium,75,89,2,No,0
Male,7.87,68.18,Yes,3,Medium,60,82,1,Yes,1
Female,5.95,60.48,Yes,5,Low,93,80,3,Yes,0
Male,5.6,74.01,Yes,1,Low,55,51,3,Yes,0
Female,6.24,63.67,No,4,Medium,56,79,2,Yes,0
Female,7.93,72.86,Yes,2,High,57,57,0,Yes,1
Female,8.52,85.13,No,5,Low,73,47,0,No,0
Female,6.37,95.78,No,2,High,60,75,0,Yes,0
Female,8.37,93.58,Yes,3,High,51,77,2,Yes,1
Male,6.28,70.11,No,4,High,70,92,1,Yes,1
Female,8.14,65.36,Yes,5,Medium,49,55,2,No,0
Male,7.27,67.72,Yes,5,Medium,80,92,2,Yes,0
Female,8.31,98.84,Yes,1,Medium,94,52,2,Yes,0
Female,9.78,81.98,No,2,High,97,65,0,No,1
Male,9.53,67.3,Yes,5,Medium,43,87,0,No,1
Male,5.52,93.63,No,2,Low,54,65,0,No,0
Male,9.31,75.81,No,3,Low,92,94,2,No,0
Male,5.79,95.97,No,1,Medium,98,95,1,Yes,0
Female,9.6,70.43,No,3,High,94,60,1,No,1
Male,6.71,75.73,Yes,1,Medium,81,91,1,Yes,1
Female,7.14,80.2,No,1,Medium,80,89,1,Yes,0
Male,5.89,95.7,Yes,2,Low,67,60,1,No,0
Male,5.98,94.75,Yes,1,High,97,47,1,Yes,1
Female,8.62,82.97,Yes,3,Medium,46,72,2,No,0
Female,9.56,68.87,Yes,3,High,50,45,3,Yes,1
Male,8.13,76.13,No,3,Medium,68,89,0,No,1
Female,8.58,99.03,Yes,2,Medium,73,41,1,Yes,1
Female,8.78,84.31,Yes,2,Medium,91,47,0,Yes,1
Female,6.63,91.24,Yes,4,Low,97,45,3,Yes,0
Female,5.69,77.99,Yes,5,Low,91,45,3,Yes,0
Female,5.51,81.28,Yes,4,Low,69,61,2,Yes,0
Female,7.01,77.16,Yes,4,Medium,66,64,1,No,0
Female,6.54,88.12,No,1,Medium,64,85,3,Yes,0
Female,5.77,94.06,Yes,1,Low,95,70,0,Yes,0
Male,6.27,80.29,Yes,4,Medium,87,74,3,Yes,0
Female,6.04,79.23,Yes,5,Medium,77,89,2,No,0
Male,9.43,73.61,Yes,4,Medium,79,44,2,No,0
Female,6.1,67.08,No,2,Low,62,61,3,No,0
Female,7.81,97.57,Yes,3,Medium,95,96,3,No,1
Female,8.05,72.64,Yes,4,Medium,68,87,1,No,1
Female,7.84,92.03,Yes,1,Low,94,64,3,Yes,0
Male,5.93,88.61,No,5,Medium,89,57,0,Yes,0
Male,6.87,91.64,Yes,1,Low,50,48,1,Yes,0
Female,5.72,97.47,Yes,2,High,99,64,3,No,0
Male,7.2,84.93,Yes,1,High,93,68,1,No,1
Female,6.31,95.92,No,1,Medium,43,93,1,Yes,0
Female,7.92,66.71,No,5,Medium,75,72,1,No,0
Male,8.48,85.07,Yes,5,Medium,70,82,2,No,1
Male,7.79,90.89,No,1,Medium,49,47,2,Yes,0
Female,7.37,70.87,Yes,1,Medium,93,79,3,Yes,0
Female,7.17,89.63,Yes,4,Low,55,95,2,Yes,0
Male,9.12,91.14,Yes,2,Low,95,52,3,No,0
Female,6.44,93.25,No,4,Low,92,47,0,No,0
Male,8.66,72.52,Yes,5,Medium,69,87,1,Yes,1
Female,8.76,87.26,No,4,High,74,97,3,No,1
Female,7.3,72.17,Yes,4,Medium,83,92,2,Yes,0
Male,6.78,89.56,No,1,Low,56,89,2,Yes,0
Male,7.52,78.52,Yes,1,Low,44,80,2,No,1
Male,5.9,83.9,Yes,2,Medium,42,83,2,No,0
Female,5.7,76.63,Yes,3,Low,55,66,3,Yes,0
Female,5.98,66.48,Yes,3,Medium,90,93,2,No,0
Female,6.3,67.12,Yes,4,Low,43,42,0,Yes,0
Female,7.67,63.1,Yes,2,Medium,48,72,3,Yes,0
Male,9.15,84.72,No,2,Medium,43,70,0,Yes,0
Female,6.51,93.95,Yes,5,High,60,67,0,Yes,1
Female,9.52,60.83,Yes,1,Medium,49,60,1,Yes,1
Female,9.61,62.65,Yes,5,Low,92,91,0,No,1
Male,9.62,78.3,Yes,3,High,70,68,0,Yes,1
Female,9.1,89.51,Yes,2,Low,56,68,1,Yes,1
Female,7.06,66.31,No,3,Medium,55,91,3,No,0
Male,5.81,70.87,Yes,1,Low,78,48,3,Yes,0
Female,7.95,69.28,No,1,Low,86,61,3,No,0
Female,7.9,75.96,Yes,1,Medium,89,47,0,No,1
Male,9.15,69.0,No,3,Low,45,96,0,No,1
Female,9.78,74.1,Yes,2,Medium,69,84,3,Yes,1
Female,7.69,89.14,Yes,5,Medium,54,56,3,Yes,0
Female,6.98,84.44,Yes,2,High,82,62,0,Yes,1
Male,6.3,63.25,No,2,Medium,91,78,2,Yes,0
Female,5.52,85.51,No,4,Medium,70,69,2,No,0
Female,7.69,79.08,Yes,2,High,69,54,1,Yes,1
Male,7.89,97.38,Yes,5,Low,76,53,3,Yes,0
Male,9.05,71.57,No,4,High,55,64,3,Yes,0
Female,7.67,89.05,Yes,2,High,83,55,1,Yes,1
Female,9.44,89.23,Yes,4,High,92,88,1,Yes,1
Female,8.2,68.86,No,2,Medium,75,87,1,Yes,1
Female,9.11,96.13,No,1,Medium,41,57,1,Yes,0
Male,6.14,79.65,No,1,High,67,71,3,No,0
Female,9.18,87.16,No,2,Low,87,85,3,No,0
Male,8.4,65.83,Yes,4,Low,79,77,2,Yes,1
Male,6.23,70.31,Yes,5,Medium,56,91,2,Yes,0
Female,6.32,83.44,No,1,High,80,92,0,Yes,1
Female,9.48,72.76,No,4,Low,77,54,3,Yes,0
Male,5.64,79.99,No,5,Medium,75,76,0,Yes,0
Male,7.49,74.96,No,4,Low,71,97,3,Yes,0
Female,6.85,85.62,Yes,2,Medium,93,88,3,Yes,0
Male,8.36,79.49,Yes,1,Medium,98,72,2,Yes,0
Female,9.11,60.18,Yes,1,Low,64,52,2,No,0
Female,7.05,85.99,No,1,Low,52,46,0,Yes,0
Male,7.34,76.88,Yes,2,Low,53,58,0,Yes,0
Male,9.72,73.67,No,5,Low,83,60,1,Yes,0
Female,8.87,63.77,Yes,5,Medium,99,95,0,Yes,1
Male,9.36,68.81,Yes,1,High,64,76,3,Yes,1
Female,7.39,68.95,Yes,5,Medium,74,97,3,No,0
Female,6.51,97.41,No,1,High,68,48,3,Yes,0
Female,7.27,77.3,Yes,5,High,54,43,2,No,0
Male,8.58,61.68,No,1,Medium,54,70,1,Yes,0
Female,5.97,65.55,Yes,5,Low,86,46,3,No,0
Female,6.66,63.16,Yes,4,High,86,52,1,Yes,1
Female,5.7,83.55,Yes,1,Medium,79,79,1,Yes,1
Female,7.36,67.46,No,1,High,56,94,3,No,0
Female,9.06,79.94,Yes,3,Medium,64,75,1,No,1
Female,5.61,74.8,No,1,High,62,47,3,No,0
Female,8.4,92.16,Yes,5,High,85,65,3,Yes,1
Female,9.51,72.82,Yes,4,High,71,66,3,Yes,1
Female,6.52,78.33,Yes,4,Medium,97,87,2,Yes,0
Female,8.48,88.85,Yes,5,Medium,70,65,2,No,0
Female,9.69,77.33,Yes,2,High,62,84,0,Yes,1
Male,9.64,91.73,Yes,1,High,77,81,3,Yes,1
Female,6.51,86.47,No,4,Medium,56,53,3,No,0
Female,5.93,76.42,Yes,5,Medium,68,59,3,Yes,0
Female,6.14,80.16,Yes,4,Medium,41,81,0,No,1
Male,8.52,98.69,Yes,4,Low,50,84,2,Yes,1
Female,8.62,86.46,Yes,5,Low,55,67,2,Yes,0
Male,8.4,96.2,Yes,3,Low,90,47,0,Yes,1
Female,6.95,67.15,No,4,High,56,95,3,Yes,0
Female,6.23,79.33,No,4,Medium,60,91,3,Yes,0
Male,8.0,96.35,No,2,Medium,98,44,2,Yes,0
Female,7.58,72.9,Yes,3,High,60,92,3,Yes,1
Male,8.63,98.71,Yes,2,Low,45,92,2,No,1
Male,7.4,63.88,Yes,5,Low,85,90,3,Yes,0
Female,6.96,96.11,Yes,1,High,84,52,1,Yes,1
Female,6.76,77.81,Yes,5,High,62,41,2,Yes,0
Female,6.41,62.95,Yes,3,Low,97,87,1,Yes,1
Female,6.64,95.18,No,5,High,96,53,2,No,0
Male,5.91,70.08,No,3,High,71,88,0,Yes,1
Male,6.99,60.89,Yes,2,High,78,98,2,Yes,1
Female,5.66,65.43,No,4,Low,84,42,2,No,0
Male,6.3,86.36,No,5,Medium,77,55,3,No,0
Male,8.71,99.11,Yes,5,Medium,68,48,3,No,0
Female,6.9,64.46,No,4,Medium,70,78,0,Yes,0
Male,8.37,78.48,Yes,5,Low,64,41,3,No,0
Male,8.58,67.23,No,5,Low,41,50,3,Yes,0
Female,8.0,89.8,Yes,1,Medium,61,63,0,No,1
Male,9.62,64.72,Yes,1,Medium,76,82,0,Yes,1
Female,5.59,69.59,Yes,4,Low,83,68,2,Yes,0
Male,8.68,67.86,No,2,High,54,53,3,No,0
Female,9.62,82.1,Yes,5,Medium,45,87,3,Yes,1
Male,9.21,94.93,Yes,5,Medium,97,79,0,Yes,1
Male,6.22,80.44,Yes,2,High,72,94,2,Yes,1
Female,6.91,62.33,Yes,5,Medium,50,99,3,No,0
Female,6.24,82.54,No,2,Medium,92,98,0,Yes,0
Female,8.09,91.9,No,4,Low,51,61,2,Yes,0
Female,8.56,65.29,No,4,Low,63,86,3,Yes,0
Male,6.86,62.91,No,2,Medium,42,87,3,No,0
Male,7.82,67.51,No,2,High,69,73,0,Yes,1
Male,8.47,89.84,No,3,Low,58,75,0,Yes,0
Female,7.31,83.67,No,1,Medium,84,72,1,Yes,0
Male,9.17,81.62,Yes,1,Low,82,78,2,Yes,1
Male,8.82,69.98,Yes,5,Medium,94,82,0,No,1
Female,5.78,73.29,No,5,Low,46,57,2,Yes,0
Female,8.17,98.64,No,2,High,51,61,0,Yes,1
Male,6.51,69.63,No,2,Medium,89,64,2,No,0
Female,7.9,96.07,Yes,1,Low,68,76,2,No,1
Male,9.61,83.22,No,5,High,87,44,3,No,0
Male,9.28,64.93,No,1,Low,47,71,2,Yes,0
Female,7.24,78.69,Yes,4,Low,60,91,1,Yes,1
Male,6.75,97.94,Yes,1,Low,96,88,3,Yes,0
Female,6.51,76.74,Yes,1,High,52,75,2,Yes,0
Female,7.79,94.54,No,2,Low,88,48,0,No,0
Male,5.99,70.26,No,5,High,66,53,1,Yes,0
Male,7.86,82.84,No,4,Low,43,71,3,No,0
Male,5.51,93.75,Yes,1,Low,71,48,2,Yes,0
Female,6.89,96.83,No,1,High,63,62,0,Yes,0
Male,6.45,79.43,Yes,2,Medium,80,84,2,Yes,0
Female,9.68,85.59,Yes,3,Medium,48,87,1,Yes,1
Female,8.63,60.12,Yes,5,Medium,49,91,0,No,1
Male,7.0,70.13,No,5,Low,50,84,0,Yes,0
Female,5.9,71.15,Yes,5,Medium,72,48,0,Yes,0
Male,7.72,63.74,Yes,1,Medium,88,60,3,Yes,0
Male,6.42,71.19,Yes,1,Low,46,83,3,Yes,0
Male,7.81,72.84,Yes,1,High,50,71,1,Yes,1
Male,9.09,98.75,No,3,Medium,84,83,0,No,1
Male,8.15,86.74,Yes,1,Low,67,49,2,Yes,0
Male,8.23,77.04,No,5,Medium,77,68,2,Yes,0
Male,7.83,99.52,No,5,High,69,73,3,No,0
Female,9.49,66.13,Yes,2,Medium,94,96,0,No,1
Male,9.51,79.04,No,3,Medium,47,61,1,Yes,0
Female,7.7,85.88,Yes,4,High,66,44,0,No,1
Female,6.81,62.22,No,1,Medium,61,50,0,Yes,0
Female,7.48,88.68,Yes,4,Medium,81,97,0,Yes,1
Male,6.3,63.99,No,1,Low,71,67,3,Yes,0
Female,8.24,65.61,No,3,Medium,53,63,2,No,0
Female,7.65,66.39,Yes,3,Medium,65,73,2,Yes,0
Male,5.94,97.16,Yes,5,High,83,92,1,Yes,1
Male,6.35,87.33,Yes,3,Low,97,81,3,Yes,0
Female,7.56,86.22,Yes,4,Low,94,79,1,Yes,1
Male,9.32,82.22,Yes,4,Low,50,91,1,Yes,1
Male,7.94,71.71,No,3,Medium,46,49,3,No,0
Male,8.43,84.84,Yes,4,Low,94,65,2,No,0
Male,6.96,76.41,Yes,1,High,84,82,2,Yes,1
Female,7.96,65.82,Yes,2,High,69,80,2,Yes,1
Male,7.42,87.58,Yes,5,Medium,41,46,3,Yes,0
Male,8.33,65.18,Yes,2,Low,74,83,3,Yes,1
Male,5.72,67.63,No,4,Medium,65,46,3,Yes,0
Female,7.62,92.71,No,5,High,64,87,2,Yes,1
Female,6.77,86.4,Yes,2,Low,40,96,1,No,1
Male,6.9,85.24,Yes,2,Medium,68,90,2,No,0
Male,9.63,76.73,Yes,4,Medium,63,87,1,Yes,1
Female,6.29,75.85,No,5,High,94,54,2,Yes,0
Male,6.84,87.61,No,5,Low,77,85,0,No,0
Male,7.69,89.6,No,2,Low,40,84,3,Yes,0
Female,9.21,80.41,Yes,5,High,64,42,1,Yes,1
Male,7.29,98.77,No,5,Medium,73,84,1,Yes,0
Male,8.7,98.23,Yes,1,Medium,81,65,2,No,0
Female,9.18,76.5,Yes,4,Low,83,46,1,Yes,1
Female,6.83,92.82,No,4,Medium,44,41,0,Yes,0
Male,7.19,81.73,Yes,1,Medium,80,49,1,Yes,0
Female,7.03,80.47,Yes,2,Medium,51,69,1,Yes,0
Male,9.08,62.2,Yes,3,High,47,86,0,Yes,1
Male,5.69,82.96,Yes,2,High,81,42,3,Yes,0
Male,6.83,96.02,Yes,1,High,53,77,2,No,1
Female,8.42,91.21,Yes,5,High,59,68,2,Yes,1
Female,7.93,91.45,Yes,1,Medium,86,64,3,No,0
Male,7.38,66.4,No,4,Low,79,85,0,Yes,0
Male,7.82,74.34,Yes,5,Medium,48,43,3,Yes,0
Female,6.35,69.33,No,2,Low,99,86,1,Yes,0
Female,7.35,72.64,Yes,5,Low,98,44,2,No,0
Female,7.66,83.18,Yes,4,High,44,45,2,No,1
Male,9.38,74.59,Yes,1,Medium,40,58,2,Yes,0
Female,6.62,82.43,No,2,Medium,50,57,0,Yes,0
Female,9.23,77.54,No,3,High,93,91,0,Yes,1
Male,8.27,71.46,Yes,3,High,43,77,1,Yes,1
Male,5.59,63.82,No,1,Medium,77,75,0,Yes,0
Male,8.62,95.67,No,2,Medium,56,51,0,Yes,0
Female,5.65,60.45,Yes,2,Low,43,63,0,No,0
Male,9.79,60.07,No,5,High,71,96,3,No,1
Male,9.25,93.07,Yes,1,Low,44,69,3,Yes,0
Male,6.78,99.87,Yes,5,High,61,95,2,No,1
Male,6.61,89.08,Yes,1,High,53,53,0,Yes,1
Female,7.14,60.61,No,4,High,60,78,0,Yes,1
Male,7.03,69.07,Yes,1,High,57,41,2,Yes,0
Female,7.1,98.87,No,5,Medium,42,97,0,Yes,0
Female,6.87,92.34,No,2,High,92,73,3,No,0
Female,8.17,82.67,Yes,1,High,50,97,0,No,1
Male,6.21,69.47,Yes,2,Medium,86,92,3,Yes,0
Female,9.14,60.57,No,4,Low,78,59,3,Yes,0
Male,8.99,60.83,Yes,3,Medium,75,75,2,Yes,0
Male,7.55,84.48,Yes,3,High,66,91,1,Yes,1
Male,9.17,60.87,No,5,High,77,62,0,Yes,1
Female,6.56,99.75,No,1,High,64,74,1,Yes,0
Male,5.58,67.34,No,4,Low,81,73,1,Yes,0
Male,8.16,88.43,Yes,4,Medium,78,60,1,Yes,1
Male,7.47,66.2,Yes,2,Medium,74,77,2,No,0
Female,7.94,81.6,No,5,Medium,54,85,1,Yes,1
Female,9.37,63.22,No,4,Medium,98,47,2,Yes,0
Female,9.67,90.67,Yes,1,Medium,92,82,0,Yes,1
Male,8.23,83.4,No,4,Medium,96,90,1,Yes,1
Female,8.79,63.45,Yes,3,Medium,87,69,3,Yes,0
Male,5.86,93.94,Yes,5,Medium,60,86,1,No,1
Male,6.19,81.88,Yes,2,Medium,42,59,1,No,0
Female,8.65,96.86,Yes,1,Low,63,91,3,Yes,1
Male,7.35,96.66,No,3,High,94,59,0,Yes,0
Female,7.42,96.82,Yes,4,Low,83,62,3,Yes,0
Male,6.83,63.11,Yes,5,High,44,59,0,Yes,1
Female,8.11,64.84,No,5,Low,76,85,2,Yes,0
Male,6.3,99.51,No,1,Medium,72,62,2,Yes,0
Male,8.2,79.5,Yes,2,High,63,43,3,No,1
Male,6.25,69.53,No,3,Low,45,49,2,Yes,0
Male,5.77,90.79,No,2,High,86,79,3,No,0
Male,6.92,70.57,No,1,Low,92,44,2,No,0
Female,6.49,89.09,No,1,Low,84,71,3,Yes,0
Male,9.32,93.49,Yes,3,High,46,57,3,No,1
Female,5.74,91.37,Yes,5,High,89,96,2,No,1
Female,6.26,70.96,No,5,Low,58,64,2,Yes,0
Female,7.86,76.06,No,3,High,96,56,0,Yes,1
